IN,OUT,Initial soc,cap
41,58,30.77,60
44,74,42.03,60
24,74,39.44,60
40,51,14.96,60
79,92,43.72,60
36,39,56.12,60
28,67,54.12,60
50,67,22.9,60
26,78,30.7,60
25,67,47.44,60
49,74,19.44,60
20,49,53.23,60
44,62,55.9,60
49,71,55.78,60
52,57,36.24,60
24,69,35.4,60
31,78,47.8,60
47,89,30.26,60
35,75,42.81,60
26,75,29.95,60
24,66,39.02,60
39,78,57.95,60
36,64,9.97,60
32,74,9.39,60
37,46,54.83,60
34,72,54.66,60
29,50,30.26,60
71,74,56.25,60
26,90,32.79,60
40,52,30.68,60
39,68,25.38,60
28,72,14.59,60
62,81,55.67,60
33,80,5.64,60
31,86,16.59,60
53,73,18.68,60
32,76,48.85,60
27,73,8.28,60
33,61,8.78,60
42,75,26.94,60
25,70,44.01,60
38,50,27.07,60
44,63,50.41,60
33,81,52.03,60
46,75,12.59,60
34,72,50.53,60
20,67,35.53,60
31,79,49,60
18,90,52.52,60
46,67,26.28,60
35,70,39.12,60
28,38,55.69,60
29,49,39.2,60
40,63,57.65,60
41,64,30.99,60
29,61,15.64,60
34,48,40.84,60
30,70,39.17,60
47,76,33.36,60
27,71,33.02,60
25,74,10.3,60
16,80,11.33,60
27,65,45.96,60
64,80,27.59,60
38,46,44.96,60
29,64,12.35,60
40,57,29.41,60
29,58,17.01,60
22,45,13.94,60
36,49,31.24,60
31,83,37.79,60
50,64,51.76,60
33,62,32.89,60
35,71,36.07,60
26,81,49.8,60
51,76,28.43,60
40,88,19.04,60
30,67,32.71,60
71,93,23.26,60
35,76,53.72,60
40,53,32.97,60
32,60,41.87,60
29,73,41.47,60
20,58,42.43,60
58,78,42.88,60
35,73,29.14,60
60,77,52.54,60
42,65,13.08,60
31,58,34.57,60
34,65,20.71,60
30,83,40.14,60
43,53,39.71,60
31,61,52.69,60
35,45,42.53,60
32,79,30.08,60
46,80,55.83,60
35,74,31.02,60
75,89,13.96,60
23,76,42,60
34,65,25.39,60
24,63,51.71,60
33,75,16.21,60
47,53,30.65,60
43,79,33.39,60
30,36,47.21,60
36,48,30.43,60
30,72,53.8,60
40,95,12.79,60
32,51,47.86,60
44,55,24,60
30,90,2.95,60
26,43,42.35,60
60,79,11.68,60
56,57,59.17,60
51,87,31.34,60
32,58,25.96,60
29,84,36.58,60
29,66,24.89,60
38,86,49.4,60
72,77,42.66,60
30,70,20,60
48,63,57.27,60
37,78,21.18,60
30,76,52.79,60
40,50,16.59,60
40,44,54.34,60
28,69,12.73,60
35,70,17.67,60
36,49,13.08,60
40,74,26.82,60
40,65,25.83,60
22,67,16.47,60
46,55,15.48,60
36,60,23.45,60
28,50,48.99,60
37,70,36.29,60
30,78,6.73,60
31,71,41.23,60
60,63,59.24,60
31,74,28.58,60
31,74,12.62,60
26,31,41.82,60
25,72,26.12,60
32,80,44.82,60
21,84,19.93,60
35,95,43.73,60
30,68,33.34,60
30,80,2.85,60
32,57,43.65,60
35,50,12.49,60
54,61,51.34,60
42,74,15.03,60
29,42,52.76,60
30,69,30.66,60
51,59,31.94,60
25,74,21.91,60
46,82,51,60
19,76,14.7,60
31,69,15.87,60
50,65,48.04,60
44,51,34.06,60
32,72,20.74,60
39,44,58.02,60
29,69,30.36,60
52,65,26.95,60
46,87,28.85,60
32,95,32.75,60
50,74,22.73,60
46,81,42.53,60
30,61,37.59,60
38,86,42.98,60
33,88,37.81,60
56,71,55.73,60
36,47,57.31,60
62,72,35.04,60
42,54,12.23,60
30,76,42.97,60
28,73,32.91,60
28,68,46.79,60
30,61,35.16,60
56,60,44.64,60
38,39,58.01,60
33,43,22.15,60
33,68,23.52,60
26,66,49.29,60
30,68,14.15,60
18,69,37.36,60
56,63,36.35,60
32,72,12.72,60
19,77,57.52,60
40,56,16.58,60
28,84,46.55,60
27,66,46.7,60
45,85,22.9,60
32,65,32.6,60
44,93,22.59,60
74,84,45.85,60
44,60,55.33,60
37,64,46.01,60
30,72,13.58,60
28,72,39.67,60
32,89,35.55,60
27,69,19.87,60
28,63,35,60
26,74,28.6,60
32,92,18.88,60
49,69,41.87,60
34,46,53.56,60
60,72,6.02,60
32,86,33.43,60
31,74,16.02,60
26,62,27.34,60
27,85,14.64,60
41,58,31.92,60
51,67,7.39,60
37,67,57.11,60
37,73,16.72,60
32,59,36.93,60
30,54,45.83,60
24,67,45.99,60
27,69,21.19,60
40,59,55.92,60
28,64,23.32,60
60,91,20.64,60
29,72,52.14,60
32,44,41.82,60
22,82,16.73,60
27,80,56.33,60
26,80,20.86,60
32,46,54.34,60
23,75,50.93,60
32,43,12.98,60
39,76,25.94,60
32,70,39.33,60
31,46,15.78,60
32,82,46.3,60
36,67,18.01,60
37,61,46.66,60
17,70,38.08,60
39,83,55.16,60
64,71,42.8,60
36,68,54.25,60
50,66,25.52,60
22,68,22.14,60
49,56,52.44,60
41,70,25.06,60
28,71,47.16,60
40,57,26.12,60
38,83,47.52,60
27,69,35.73,60
40,50,41.41,60
24,70,9.94,60
37,46,19.95,60
38,61,29.43,60
52,67,23.32,60
48,92,35.92,60
35,54,24.94,60
31,71,47.24,60
32,74,48.25,60
39,78,45.31,60
38,75,42.89,60
32,66,41.33,60
30,70,36.5,60
29,67,22.64,60
25,66,45.09,60
45,69,17.98,60
70,89,11.15,60
34,83,44.05,60
28,65,11.7,60
29,86,11.03,60
28,74,43.33,60
34,67,13.25,60
23,38,49.98,60
30,69,46.64,60
36,80,21.97,60
42,55,16.17,60
32,49,25.69,60
39,71,40.83,60
36,40,43.11,60
28,68,21.04,60
21,80,10.6,60
30,66,26.39,60
27,59,18.31,60
68,88,16.98,60
41,78,50.26,60
56,84,10.88,60
17,49,48.09,60
51,82,27.84,60
30,70,13.97,60
26,80,21.16,60
30,34,53.27,60
47,65,27.17,60
32,78,43.18,60
44,63,33.08,60
34,81,20.58,60
40,64,33.93,60
40,86,24.57,60
32,44,29.19,60
30,50,29.23,60
37,81,16.5,60
32,49,33.57,60
28,76,13.86,60
24,90,12.54,60
60,69,17.96,60
32,43,49.99,60
32,62,24.11,60
28,71,23.3,60
61,73,17.06,60
32,92,51.53,60
30,78,20.67,60
44,84,30.79,60
31,71,26.84,60
30,76,14.77,60
35,85,18.36,60
35,72,48.81,60
34,63,39.01,60
63,72,19.92,60
32,82,45.34,60
36,60,36.51,60
28,67,28.46,60
28,88,36,60
29,68,18.92,60
28,67,21.25,60
77,94,43.29,60
30,70,13.33,60
29,67,15.3,60
28,72,33.37,60
38,42,44.6,60
32,57,33.01,60
46,60,47.17,60
36,46,29.44,60
28,77,20.48,60
28,68,11.62,60
26,71,37.5,60
39,54,46.18,60
24,68,15.48,60
44,63,22.87,60
26,66,27.05,60
60,66,53.58,60
32,69,24.8,60
49,64,41.13,60
47,85,12.59,60
29,60,14.62,60
28,41,23.58,60
41,82,12.89,60
18,63,27.35,60
47,74,8.97,60
37,88,19.82,60
30,78,13.2,60
50,66,16.43,60
40,85,47.42,60
44,62,40.12,60
30,36,42.56,60
31,43,53.69,60
26,56,37.86,60
34,65,0.55,60
57,73,44.73,60
24,66,25.17,60
55,64,45.74,60
31,79,25.77,60
30,58,53.36,60
52,68,12.88,60
40,46,41.11,60
42,54,30.31,60
32,84,8.36,60
28,77,14.74,60
40,90,46.88,60
36,66,4.44,60
63,71,28.76,60
24,74,41.54,60
38,48,54.78,60
28,67,42.28,60
38,65,34.23,60
28,69,8.24,60
30,68,58.39,60
37,72,57.45,60
30,73,29.35,60
29,69,35.59,60
26,68,44.42,60
46,65,12.16,60
46,64,46.13,60
58,64,41.29,60
24,68,33.21,60
56,65,50.37,60
24,46,52.77,60
69,75,40.43,60
28,71,55.61,60
35,70,35.39,60
40,82,21.81,60
46,60,55.74,60
18,86,46.7,60
60,71,53.85,60
36,90,59.02,60
29,85,37.82,60
35,77,16.42,60
36,84,23.78,60
31,71,25.35,60
29,49,36.04,60
30,63,34.98,60
31,89,55.34,60
28,73,14.18,60
24,79,35.77,60
52,88,39.4,60
32,50,31.77,60
30,31,58.91,60
41,59,35.94,60
37,58,42.03,60
36,45,45.86,60
29,71,9.73,60
38,44,32.09,60
56,75,24.17,60
27,65,52.4,60
32,70,48.48,60
54,79,25.59,60
62,84,22.47,60
56,82,48.87,60
40,66,26.14,60
32,74,42.52,60
43,54,21.63,60
36,50,47.6,60
30,78,30.78,60
39,82,30.89,60
19,58,55.4,60
60,73,38.88,60
29,81,9.84,60
25,38,18.27,60
32,89,38.72,60
28,69,57.12,60
23,67,10.73,60
37,86,27.64,60
40,45,40.73,60
33,74,27.28,60
29,65,53.02,60
25,33,49.99,60
35,69,35.55,60
88,90,54.1,60
44,62,28.24,60
40,56,45.3,60
40,78,23.63,60
34,59,53.27,60
27,70,51.6,60
22,82,16.81,60
34,78,34.82,60
26,69,29.21,60
35,56,15.47,60
39,66,34.29,60
39,60,34.5,60
28,70,40.3,60
29,81,47.57,60
24,70,17.64,60
28,44,37.92,60
44,46,56.09,60
24,28,48.1,60
28,70,16.82,60
31,84,54.2,60
62,70,45.47,60
49,79,23.42,60
21,71,42.34,60
38,68,46.01,60
41,68,36.62,60
59,95,46.7,60
33,69,29.23,60
30,80,42.03,60
37,60,59.05,60
44,56,38.33,60
31,72,15.64,60
48,60,56.71,60
30,66,28.47,60
50,86,48.16,60
37,71,17.43,60
36,68,26.73,60
36,75,13.82,60
35,70,16.75,60
27,66,41.61,60
34,69,34.34,60
23,71,58.18,60
23,76,5.02,60
33,49,25.41,60
31,74,11.74,60
32,48,38.37,60
32,76,42.66,60
26,86,27.67,60
75,84,31.92,60
33,74,48.47,60
32,74,11.19,60
50,89,11.08,60
50,75,37.36,60
27,66,11.83,60
28,60,31.68,60
32,52,25.2,60
29,78,40.9,60
44,53,44.4,60
28,41,32.07,60
58,86,20.85,60
42,50,32.44,60
56,66,15.52,60
56,67,29.46,60
29,86,51.76,60
30,72,47.87,60
33,39,39.11,60
44,67,41.91,60
73,76,54.68,60
26,65,40.01,60
58,67,36.52,60
36,48,37.59,60
75,79,47.79,60
41,51,29.52,60
40,63,12.1,60
33,47,42.97,60
36,83,50.68,60
25,79,43.62,60
29,71,12.37,60
29,73,4.27,60
64,67,56.86,60
34,72,19.71,60
28,66,23.31,60
31,63,41.4,60
24,72,36.41,60
29,73,44.43,60
48,73,19.39,60
44,56,36.6,60
31,83,40.97,60
52,60,46.38,60
27,70,19.56,60
40,43,57.74,60
52,66,8.43,60
27,70,20.51,60
27,36,50.89,60
44,73,17,60
54,95,29.76,60
28,72,46.07,60
54,66,50.71,60
25,84,37.65,60
38,71,34.16,60
42,62,40.51,60
56,72,40.05,60
36,78,33.75,60
36,59,15.05,60
33,83,40.94,60
37,73,25.95,60
24,68,37.93,60
24,69,18.29,60
40,87,21.64,60
28,79,34.25,60
44,75,11.67,60
38,52,22.42,60
44,73,28.71,60
44,49,37.33,60
37,84,4.31,60
66,70,54,60
38,69,28.06,60
32,78,40.96,60
36,84,37.68,60
59,83,36.24,60
76,83,53.12,60
28,59,32.42,60
46,79,51.12,60
36,46,40.91,60
40,54,35.68,60
33,68,55.06,60
40,79,39.92,60
32,69,26.15,60
31,47,53.61,60
31,77,11.46,60
24,61,34.32,60
65,80,14.33,60
68,94,20.18,60
23,71,32.15,60
31,78,29.04,60
28,78,48.62,60
33,89,35.98,60
23,67,10.26,60
31,78,49.28,60
47,64,35.51,60
29,73,55.96,60
31,69,50.81,60
42,64,38.93,60
30,76,30.12,60
40,73,43.7,60
29,72,12.09,60
46,50,48.51,60
23,78,41.6,60
32,80,8.1,60
73,83,56.69,60
23,67,50.85,60
26,62,16.42,60
36,62,26.86,60
40,64,45.92,60
39,66,47.11,60
47,60,58.81,60
49,66,55.15,60
71,77,37.41,60
35,79,38.59,60
61,78,27.6,60
40,72,37.76,60
30,95,54.31,60
55,74,55.36,60
25,66,21.21,60
37,60,53.81,60
36,85,49.66,60
28,74,8.07,60
22,79,51.8,60
31,66,42.53,60
40,46,32.5,60
24,75,22.21,60
40,81,31.32,60
43,64,37.1,60
36,48,53,60
32,95,6.23,60
30,94,30.41,60
32,71,44.65,60
36,63,6.73,60
29,66,52.7,60
25,87,13.85,60
34,55,14.09,60
57,78,12.29,60
40,73,12.36,60
30,84,29.23,60
24,49,15.2,60
29,74,57.42,60
71,89,29.06,60
19,82,43.18,60
27,72,45.18,60
33,64,57.73,60
40,55,10.84,60
39,55,53.11,60
71,77,38.02,60
31,72,54.76,60
36,64,56.86,60
38,71,13.54,60
29,79,46.86,60
47,51,58.36,60
35,39,56.21,60
30,67,56.57,60
32,82,52.87,60
31,53,52.42,60
42,57,34.47,60
56,76,57.78,60
22,78,14.54,60
38,82,30.46,60
28,66,21.7,60
38,58,27.93,60
33,59,26.35,60
22,93,59.11,60
58,74,44.37,60
33,62,50,60
58,63,36.47,60
59,94,32.06,60
43,80,34.65,60
26,69,55.03,60
43,72,24.98,60
27,69,29.55,60
28,63,16.96,60
28,87,16.31,60
34,57,47.48,60
56,67,44.99,60
49,92,42.07,60
32,69,10.56,60
26,50,3.27,60
38,86,26.95,60
74,86,19.31,60
42,52,48.79,60
27,75,38.38,60
37,73,51.12,60
26,70,23.19,60
44,86,21.34,60
34,83,9.88,60
22,81,39.27,60
28,42,10.65,60
44,82,34.65,60
28,77,42.44,60
51,72,12.27,60
20,71,33.37,60
46,62,47.21,60
62,71,24.19,60
37,73,42.15,60
29,71,43.56,60
31,63,57.11,60
31,72,23.2,60
34,42,35.42,60
39,45,46.98,60
40,50,27.79,60
38,72,38.63,60
30,73,16.23,60
52,80,42.31,60
39,53,53.08,60
37,56,20.83,60
40,52,25.19,60
40,64,29.91,60
29,66,44.22,60
34,88,45.38,60
59,64,53.36,60
30,70,16.85,60
37,65,12.73,60
22,45,58.47,60
48,64,52.98,60
30,72,52.41,60
32,69,32.35,60
26,73,38.11,60
34,89,50.52,60
36,86,21.32,60
52,72,43.99,60
24,67,21.2,60
37,72,51.12,60
25,70,30.04,60
34,65,50.07,60
31,77,28.6,60
30,62,18.05,60
26,87,44.19,60
38,47,32.67,60
54,90,18.94,60
31,92,48.42,60
40,79,14.12,60
31,71,34.73,60
58,62,45.05,60
50,68,39.09,60
56,70,35.83,60
28,48,43.58,60
24,81,7.05,60
33,61,40.72,60
20,53,18.64,60
38,71,51.78,60
25,71,11.16,60
47,82,22.41,60
51,68,28.04,60
70,74,42.56,60
52,63,55.94,60
39,45,49.09,60
46,59,5.81,60
40,65,22.11,60
59,69,59.32,60
50,60,20.2,60
23,76,22.61,60
32,62,17.19,60
24,71,48.12,60
26,28,57.79,60
36,53,57.87,60
32,74,27.21,60
30,72,34.71,60
28,66,21.63,60
31,67,15.03,60
33,72,13.01,60
44,81,53.17,60
27,69,46.65,60
34,88,54.73,60
52,71,44.61,60
31,72,24.47,60
48,78,48.6,60
36,65,53.77,60
32,70,20.48,60
39,71,40.81,60
42,67,22.2,60
42,61,37.42,60
31,74,52.15,60
58,67,45.74,60
31,87,49.68,60
25,65,47.8,60
23,59,19.68,60
45,67,27.28,60
26,82,48.64,60
28,78,45.75,60
35,55,20.58,60
33,63,43.66,60
57,93,41.62,60
33,76,25.3,60
48,86,56.29,60
28,64,42.48,60
38,69,17.76,60
40,53,38.87,60
48,55,58.92,60
46,56,44.74,60
40,49,20.34,60
28,74,21.63,60
42,59,20.96,60
34,46,15.97,60
42,51,41.77,60
39,80,50.18,60
29,78,49.89,60
34,60,54.96,60
27,32,44.2,60
44,59,47.54,60
26,66,12.33,60
46,57,23.91,60
54,66,14.31,60
60,75,11.88,60
27,64,25.98,60
34,56,25.46,60
38,61,19.17,60
40,90,42.73,60
20,79,54.22,60
30,71,46,60
36,62,47.04,60
67,75,31.42,60
31,76,23.86,60
31,82,44.13,60
40,75,56.49,60
18,71,38.35,60
40,57,31.67,60
34,54,46.84,60
28,81,36.44,60
31,74,34.82,60
44,63,57.91,60
28,68,18.3,60
31,75,39.02,60
28,75,43.34,60
36,44,50.97,60
40,67,24.57,60
29,68,26.34,60
40,87,21.49,60
41,48,28.69,60
31,66,18.49,60
37,79,19.41,60
46,80,45.59,60
46,85,37.89,60
24,68,16.73,60
50,58,41.03,60
32,82,47.27,60
26,69,19.83,60
32,79,54.24,60
40,62,47.68,60
27,69,7.52,60
25,69,44.62,60
32,67,14.43,60
30,72,43.35,60
35,52,20.14,60
30,74,40.66,60
40,49,47.85,60
28,74,36.59,60
37,70,7.99,60
32,66,29.85,60
33,73,38.02,60
32,37,38,60
29,41,33.55,60
48,61,20.43,60
64,82,38,60
35,40,44.33,60
52,66,36.71,60
30,66,14.03,60
33,48,16.66,60
38,54,48.62,60
37,63,13.17,60
37,60,14.49,60
32,77,5.15,60
50,86,45.98,60
31,71,23.95,60
57,70,37.16,60
29,69,18.21,60
56,63,25.89,60
43,89,48.61,60
37,58,25.37,60
28,66,34.18,60
35,68,12.68,60
39,75,22.84,60
35,58,56.05,60
31,62,54.17,60
26,81,32.53,60
36,45,31.08,60
64,90,28.69,60
38,43,54.4,60
34,62,38.68,60
40,60,32.63,60
33,59,21.08,60
33,90,48.92,60
33,88,50.69,60
28,75,34.02,60
34,74,25.79,60
29,78,37.07,60
69,81,33.22,60
32,79,53.12,60
28,92,23.24,60
30,68,52.57,60
29,86,13.87,60
38,75,45.72,60
40,57,50.08,60
29,73,35.64,60
35,45,44.69,60
58,88,51.56,60
33,62,32.26,60
27,62,39.92,60
29,73,27.61,60
44,81,5.54,60
42,71,52.63,60
52,55,49.36,60
32,48,51.64,60
29,61,42.01,60
29,82,39.89,60
40,50,32.51,60
38,56,10.85,60
32,75,23.78,60
38,82,54.15,60
43,74,32.63,60
31,73,32.48,60
39,52,53.69,60
24,78,34.37,60
26,66,10.57,60
29,72,30.54,60
32,70,51.68,60
22,67,31.41,60
44,68,51.95,60
33,69,41.06,60
48,60,37.7,60
30,59,16.39,60
67,82,27.16,60
42,53,10.81,60
40,65,54.98,60
50,60,11.98,60
22,63,42.6,60
29,65,23.67,60
24,62,12.55,60
26,71,13.21,60
37,87,47.76,60
48,51,52.5,60
44,61,31.92,60
29,84,30.28,60
24,74,21.48,60
31,72,49.03,60
52,64,16.97,60
68,81,38.62,60
50,90,14.9,60
26,69,42.64,60
35,74,50.57,60
26,93,15.34,60
31,50,22.43,60
27,53,27.65,60
45,64,57.3,60
32,81,5.87,60
32,80,17.55,60
28,70,43.86,60
60,74,27.41,60
35,62,33.37,60
40,49,42.07,60
43,54,28.16,60
51,70,26.04,60
31,71,41.72,60
42,67,29.89,60
31,65,14.38,60
60,70,54.14,60
39,75,32.93,60
48,73,49.39,60
27,70,21,60
29,74,44.02,60
37,41,45.18,60
32,65,46.92,60
26,72,54.16,60
28,71,44.74,60
30,86,42.22,60
34,85,26.16,60
30,70,44.92,60
32,68,38.49,60
38,50,30.65,60
53,66,13.43,60
31,67,25.64,60
37,47,50.75,60
56,70,46.65,60
38,74,34.41,60
50,60,33.26,60
29,77,27.43,60
34,82,21.08,60
31,40,43.73,60
22,61,35.97,60
30,70,22.03,60
30,74,44.69,60
36,58,32.86,60
42,55,41.37,60
48,77,5.09,60
26,69,26.64,60
37,57,24.26,60
22,69,36.7,60
46,91,34.44,60
52,64,57.15,60
21,61,25.46,60
28,34,55.56,60
36,72,25.25,60
71,88,30.18,60
42,63,22.02,60
32,85,33.84,60
30,67,27.52,60
63,74,51.29,60
26,71,14.63,60
49,78,14.26,60
29,74,40.09,60
40,46,31.4,60
62,87,51.03,60
32,39,35.54,60
28,65,53.58,60
36,69,37.31,60
33,74,50.53,60
41,61,26.96,60
29,65,36.18,60
45,53,38.76,60
38,92,23.39,60
31,76,44.2,60
22,69,57.64,60
36,75,40.07,60
35,65,11.09,60
20,70,9.61,60
31,77,8.59,60
34,87,34.2,60
48,79,41.81,60
62,86,46.52,60
27,62,15.21,60
40,43,57.39,60
34,51,49.05,60
31,46,16.04,60
30,77,44.77,60
30,80,15.43,60
46,93,53.31,60
32,50,41.15,60
50,86,21.74,60
25,79,27.68,60
43,77,33.02,60
40,72,53.21,60
53,75,16.07,60
36,53,32.01,60
30,66,23.54,60
65,67,53.26,60
35,80,28.76,60
44,59,25.92,60
47,81,57.03,60
28,67,55.05,60
34,86,28.37,60
28,57,34.05,60
72,93,33.42,60
23,46,42.58,60
26,67,31.77,60
22,58,34.17,60
28,77,47.11,60
34,72,30.23,60
33,56,14.3,60
44,80,30.98,60
28,68,25.66,60
26,72,47.78,60
44,67,36.3,60
26,79,23.08,60
50,81,41.73,60
32,58,20.71,60
62,70,56.85,60
43,60,15.71,60
18,77,35.65,60
39,78,27.86,60
26,69,51.39,60
40,62,39.41,60
19,64,19.36,60
58,94,37.25,60
45,72,49.98,60
18,64,43.99,60
20,66,38.58,60
26,73,43.67,60
28,73,40.08,60
44,51,30.35,60
42,77,21.95,60
34,41,50.79,60
36,73,37.93,60
37,53,50.16,60
49,75,56.22,60
31,70,40.71,60
38,65,23.24,60
34,38,56.28,60
37,53,20.48,60
32,65,54.71,60
29,71,36.23,60
32,68,21.88,60
30,75,16.28,60
31,40,36.17,60
66,72,51.34,60
31,67,16.43,60
68,94,25.72,60
33,63,52.12,60
37,46,36.82,60
33,81,24.2,60
50,68,27.53,60
33,73,18.98,60
51,76,52.6,60
40,61,54.96,60
26,59,22.62,60
28,80,38.8,60
19,67,29.43,60
34,84,51.36,60
27,55,42.24,60
38,55,53.29,60
28,71,16.56,60
31,47,54.3,60
52,72,18.93,60
50,76,32.63,60
38,80,54.18,60
48,86,12.79,60
30,78,33.31,60
37,59,37.58,60
34,60,36.18,60
38,75,12.57,60
23,74,22.08,60
24,86,57.05,60
71,88,56.67,60
27,69,19.37,60
36,74,54.73,60
36,69,16.46,60
26,78,34.78,60
26,88,10.19,60
29,72,58.56,60
24,27,49.2,60
34,50,32,60
44,86,40.75,60
42,63,16.89,60
52,63,38.23,60
27,70,13.93,60
57,69,13.85,60
16,77,47.1,60
24,68,12.59,60
44,70,15.02,60
50,73,49.72,60
56,60,50.9,60
38,53,15.57,60
29,50,7.44,60
34,54,33.54,60
38,72,16.11,60
35,59,16.3,60
39,50,37.65,60
31,67,19.51,60
28,87,40.26,60
28,72,3.18,60
44,57,19.25,60
71,74,52.66,60
46,73,30.43,60
36,45,20.26,60
38,51,36.2,60
36,65,57.65,60
34,70,53.1,60
36,70,37.57,60
44,48,58.18,60
38,51,43.68,60
43,71,42.2,60
31,70,49.53,60
24,64,47.07,60
24,76,51.53,60
36,48,31.44,60
25,73,16.98,60
41,49,54.38,60
39,51,16.46,60
36,81,37.8,60
36,78,11.93,60
47,77,21.67,60
58,64,31.55,60
28,81,54.14,60
31,77,30.6,60
38,50,31.56,60
48,69,25.99,60
27,78,21.19,60
52,57,51.71,60
54,91,45.96,60
43,71,49.32,60
34,80,19.19,60
28,72,22.29,60
29,82,13.99,60
30,70,32.09,60
38,73,36.13,60
30,76,29.44,60
51,89,54.66,60
28,62,20.43,60
41,76,45.36,60
29,68,47.62,60
47,72,44.46,60
26,85,40.48,60
17,69,24.66,60
38,81,35.92,60
31,39,36.84,60
67,94,16.61,60
28,79,17.98,60
27,43,28.16,60
31,67,44.5,60
27,88,43.24,60
36,68,5.35,60
58,92,52.82,60
28,68,14.77,60
32,57,35.91,60
27,66,9.64,60
33,45,24.87,60
30,70,26.23,60
32,47,38.86,60
22,67,57.72,60
24,71,22.85,60
39,56,50.57,60
33,84,24.66,60
44,64,30.96,60
44,73,48.98,60
36,77,19.49,60
30,82,22.92,60
39,52,23.56,60
81,87,43.11,60
27,63,49.24,60
68,73,40.82,60
44,77,55.35,60
44,93,24.67,60
40,89,20.5,60
36,62,33.16,60
30,70,37.04,60
35,73,46.47,60
39,71,56.71,60
40,52,18.51,60
30,71,26.56,60
30,76,31.96,60
29,79,11.3,60
28,64,48.28,60
45,85,14.69,60
29,36,31.2,60
39,81,29.05,60
23,63,18.07,60
36,79,45.83,60
41,59,26.84,60
46,62,44.58,60
41,66,31.87,60
33,72,53.56,60
34,76,49.97,60
31,68,36.86,60
30,70,19.93,60
52,59,59.04,60
22,69,43.67,60
27,73,41.42,60
32,70,18.75,60
32,79,50.61,60
47,55,58.93,60
26,74,39.18,60
54,73,44.01,60
36,40,51.94,60
17,73,42.93,60
34,68,34.87,60
38,67,21.93,60
36,63,37.82,60
33,45,20.03,60
48,74,23.29,60
38,83,18.14,60
20,67,31.61,60
42,55,29.34,60
45,70,41.42,60
41,77,30.94,60
36,47,40.63,60
31,93,29.34,60
22,77,51.1,60
31,41,47.06,60
48,60,22.39,60
77,81,46.29,60
41,67,27.77,60
23,80,46.05,60
26,82,33.11,60
36,76,37.23,60
38,76,14.97,60
29,74,50.91,60
30,69,2.63,60
32,66,51.36,60
38,75,55.54,60
40,76,40.25,60
29,69,19.38,60
40,62,34.38,60
42,91,30.02,60
33,50,21.89,60
64,69,50.28,60
59,66,38.34,60
39,76,35.18,60
37,56,34.44,60
59,87,57.4,60
34,82,54.38,60
34,58,22.13,60
28,72,30.48,60
51,63,53.59,60
28,70,37.1,60
48,62,44.08,60
31,83,40.85,60
32,90,3.04,60
40,51,26.95,60
33,81,43.92,60
42,57,49.01,60
77,87,30.91,60
44,58,14.63,60
31,79,40.39,60
41,76,55.76,60
36,82,36.82,60
40,78,16.27,60
52,92,43.7,60
24,74,43.83,60
40,49,56.07,60
33,76,16.24,60
30,63,14.73,60
35,57,36.99,60
30,69,16.78,60
34,57,44.55,60
33,69,45,60
70,86,34.58,60
24,69,22.46,60
33,62,15.01,60
31,68,41.71,60
35,60,31.75,60
24,67,27.79,60
22,67,26.59,60
31,83,46.37,60
48,66,49.89,60
20,76,39.52,60
22,75,26.79,60
32,85,9.88,60
59,75,25.25,60
31,69,36.87,60
29,63,39.49,60
45,49,50.12,60
34,74,45.17,60
28,73,45.8,60
35,62,54.19,60
60,82,15.26,60
21,32,41.46,60
33,77,35.74,60
28,67,48.13,60
24,71,1.32,60
54,64,15.24,60
54,71,31.32,60
31,69,57.9,60
51,77,13.47,60
28,84,42.12,60
28,89,4.76,60
34,70,50.01,60
32,74,19.26,60
46,59,37.91,60
28,73,26.2,60
77,88,21.31,60
49,67,12.17,60
31,68,12.35,60
40,48,43.21,60
23,70,19.93,60
36,51,31.72,60
35,70,55.93,60
23,79,18.03,60
28,72,23.62,60
40,71,46.05,60
27,82,28.26,60
32,77,35.68,60
46,86,13.48,60
34,80,24.19,60
36,64,18.41,60
32,53,39.93,60
39,46,50.85,60
33,46,43.44,60
22,33,31.27,60
62,88,19.69,60
38,47,20.13,60
38,52,56.3,60
24,72,46.89,60
28,63,39.16,60
35,79,17.37,60
54,66,19.26,60
46,64,12.94,60
29,69,44.86,60
46,70,25.67,60
28,40,52.74,60
35,69,34.6,60
32,69,32.37,60
36,89,45.61,60
37,66,17.13,60
46,51,47.13,60
54,58,44.1,60
43,67,54.38,60
36,68,31.13,60
55,89,39.94,60
40,71,13.45,60
28,69,37.8,60
34,61,10.09,60
33,52,37.91,60
48,61,50.87,60
36,71,12.89,60
22,82,13.58,60
63,74,50.2,60
32,70,56.63,60
49,70,39.53,60
32,75,38.84,60
35,59,19.27,60
27,73,54.44,60
30,68,52.31,60
33,80,29.56,60
46,53,48.54,60
49,72,45.26,60
36,47,16.02,60
36,82,21.06,60
39,81,19.42,60
34,61,56.22,60
50,63,47.27,60
47,58,55.49,60
40,71,52.74,60
29,81,23.9,60
42,57,34.52,60
31,76,46.53,60
49,70,50.77,60
48,49,56.4,60
32,74,5.58,60
47,63,35.76,60
26,67,28.76,60
36,46,19.87,60
28,71,30.41,60
29,63,12.29,60
25,63,48.52,60
33,76,8,60
56,72,36.43,60
32,76,48.65,60
27,69,47.16,60
61,87,23.84,60
34,71,18.32,60
30,52,47.27,60
38,52,46.52,60
